Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
tallboy-green-cococarbon-filter,TallBoy Green CocoCarbon Filter,"TallBoy Green CocoCarbon Filter by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Hydroponics Components,hydroponics components,TRUE,Size,"20"" X 2.5""",,,,,452,0,shopify,1,deny,manual,74.95,,TRUE,TRUE,0812111010447,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy.jpg,,TallBoy Green CocoCarbon Filter,FALSE,TallBoy Green CocoCarbon Filter,,lb,47.00,active
tarantula-beneficial-bacteria,Tarantula Beneficial Bacteria,"Supercharge Your Hydroponics Root Zone<p> Bring the fertility of the richest outdoor soil into your hydroponics root zone using exclusive beneficial bacteria that maximizes plant growth rates and yields, support your plants production of growth hormones, and optimizes nutrient uptake and solubility of minerals.",Tarantula Beneficial,,nutrients,"catalog_index; nutrients, brand:Advanced Nutrients",TRUE,,,,,,,hmh01018,0,shopify,0,continue,manual,56.82,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedTarantula.jpg,,Tarantula Beneficial Bacteria,FALSE,Tarantula Beneficial Bacteria,Supercharge Your Hydroponics Root Zone Bring the fertility of the richest outdoor soil into your hydroponics root zone using exclusive beneficial bacteria that,lb,,active
tarp-zip-up,Tarp Zip Up,"Tarp Zip Up by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,Accessories,accessories,TRUE,Size,1 Pc,,,,,858,0,shopify,19,deny,manual,12.22,,TRUE,TRUE,0778349855062,,,Tarp Zip Up,FALSE,Tarp Zip Up,,lb,6.20,active
tds-monitor-1-in-out,TDS Monitor 1/in/out,"TDS Monitor 1/in/out by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,ph_meters,"accessories, ph_meters, brand:Nickel City Wholesale Garden Supply",TRUE,Size,4 inch,,,,,1436,0,shopify,0,continue,manual,39.05,,TRUE,TRUE,0812111011536,,,TDS Monitor 1/in/out,FALSE,TDS Monitor 1/in/out,,lb,,active
tds-monitor-dm-2-industrial-dual-tds-monitor,TDS Monitor DM-2 Industrial Dual TDS Monitor,"This unit is highly efficient and accurate due to its advanced microprocessor technology. It has an Auto-Off function to conserve battery power. The unit shuts off automatically after 20 seconds. Dual range - measures from 0-999 ppm, with a resolution of 1 ppm. From 1000 to 9990 ppm, the resolution is in 10 ppm increments, indicated by a blinking image. It comes factor calibrated. and equipped with 3/8 in. & 1/2 in. Quick Connect T-fittings for Merlin Garden Pro™ or Tall Blue-Merlin™ for quick install. Measure the untreated water coming in vs. the purified water going out of your reverse osmosis system at any time. Limited 3 year warranty.",,,ph_meters,ph_meters,TRUE,,,,,,,hmh00582,0,shopify,0,continue,manual,75.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/hydrologic_tds.jpg,1,TDS Monitor DM-2 Industrial Dual TDS Monitor,FALSE,TDS Monitor DM-2 Industrial Dual TDS Monitor,This unit is highly efficient and accurate due to its advanced microprocessor technology. It has an Auto-Off function to conserve battery power. The unit shuts,lb,,active
tds-3-handheld-meter-with-carrying-case,TDS-3 Handheld Meter With Carrying Case,"Ideal for all water purification applications, wastewater regulation, aquaculture, hydroponics, and colloidal silver. Perfect for both, consumer or commercial use. Includes a carrying case with belt clip. Highly efficient and accurate due to its advanced microprocessor technology, Hold Function: saves measurements for convenient reading and recording. Auto-off function: the meter shuts off automatically after 10 minutes of non-use to conserve batteries. Measurement Range: 0-9990 ppm. From 0-999 ppm, the resolution is in increments of 1ppm. From 0 to 9990 ppm, the resolution is in increments of 10ppm, indicated by a blinking 'x10' image. Built-in digital thermometer. <p> 1 year warranty",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Pc,,,,,1047,205931,shopify,6,deny,manual,39.05,,TRUE,TRUE,0699111177756,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/11474a12__tds3_withcase.jpg?v=1766352365,1,TDS-3 Handheld Meter With Carrying Case,FALSE,TDS-3 Handheld Meter With Carrying Case,"Ideal for all water purification applications, wastewater regulation, aquaculture, hydroponics, and colloidal silver. Perfect for both, consumer or commercial u",lb,19.94,active
teaming-with-bacteria-by-jeff-l,Teaming with Bacteria by Jeff L,"Teaming with Bacteria by Jeff L by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,books,"accessories, books, brand:Nickel City Wholesale Garden Supply",TRUE,,,,,,,3304,0,shopify,5,deny,manual,25.95,,TRUE,TRUE,9781643261393,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bcf4c925__teaming-with-bacteria-100x100_jpg.webp?v=1766352747,1,Teaming with Bacteria by Jeff L,FALSE,Teaming with Bacteria by Jeff L,,lb,14.95,active
teaming-with-bacteria-by-jeff-l,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/a57e1ff3__teaming-with-bacteria-133x200_jpg.webp?v=1766352749,2,Teaming with Bacteria by Jeff L,,,,,,
teaming-with-bacteria-by-jeff-l,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/89624202__teaming-with-bacteria-230x324_jpg.webp?v=1766352752,3,Teaming with Bacteria by Jeff L,,,,,,
teaming-with-bacteria-by-jeff-l,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/a0549b01__teaming-with-bacteria.jpg?v=1766352755,4,Teaming with Bacteria by Jeff L,,,,,,
teaming-with-fungi-the-organic-growers-guide-to-mycorrhizae,TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae,"TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae By Jeff Lowenfels This book accomplishes what few other books have helping the public use these essential fungi to improve the immune systems of plants. Paul Stamets, author of Mycelium Running: How Mushrooms Can Help Save the World From the bestselling author of Teaming with Microbes and Teaming with Nutrients comes an important guide to mycorrhizae and the role they play in agriculture, horticulture, and hydroponics. Teaming with Fungi is the first book to accessibly explain the essential symbiotic relationship between soil-dwelling mycorrhizal fungi and plants. Almost every plant in a garden forms a relationship with fungi, and many plants would not exist without their fungal partners. By better understanding the relationship, gardeners can take advantage of the benefits of fungi, which include an increased uptake in nutrients, resistance to drought, earlier fruiting, and more. Learn how the fungi interact with plants, how to grow their own, and how best to employ them in the home garden.",Nickel City Wholesale Garden Supply,,books,"accessories, books; catalog_index, brand:H Moon Hydro",TRUE,Size,book,,,,,3071,0,shopify,7,deny,manual,24.95,,TRUE,TRUE,9781604697292,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/0388fe81__teaming-with-fungi.jpg-2017-print.jpg?v=1766352740,1,TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae,FALSE,TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae,TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae By Jeff Lowenfels This book accomplishes what few other books have helping the public use these esse,lb,14.95,active
teaming-with-microbes,Teaming with Microbes,"<b>A Gardener's Guide to the Soil Food Web</b><br> by Jeff Lowenfels and Wayne Lewis <br><br> <b>Should be required reading for all serious gardeners.</b> <br><br> Smart gardeners know that soil is anything but an inert substance. Healthy soil is teeming with life not just earthworms and insects, but a staggering multitude of bacteria, fungi, and other microorganisms. When we use chemical fertilizers, we injure the microbial life that sustains healthy plants, and thus become increasingly dependent on an arsenal of artificial substances, many of them toxic to humans as well as other forms of life. But there is an alternative to this vicious circle: to garden in a way that strengthens, rather than destroys, the soil food web the complex world of soil-dwelling organisms whose interactions create a nurturing environment for plants. By eschewing jargon and overly technical language, the authors make the benefits of cultivating the soil food web available to a wide audience, from devotees of organic gardening techniques to weekend gardeners who simply want to grow healthy, vigorous plants without resorting to chemicals.",Nickel City Wholesale Garden Supply,,books,"accessories, books; catalog_index, brand:H Moon Hydro",TRUE,,,,,,,hmh00001,454,shopify,6,deny,manual,24.39,,TRUE,TRUE,9780881927771,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/9901e240__teaming_with_microbes.jpg?v=1766352368,1,Teaming with Microbes,FALSE,Teaming with Microbes,A Gardener's Guide to the Soil Food Web by Jeff Lowenfels and Wayne Lewis Should be required reading for all serious gardeners. Smart gardeners know that soil i,lb,13.98,active
teaming-with-nutrients,Teaming with Nutrients,"ORGANIC GARDENER`S GUIDE TO OPTIMIZING PLANT NUTRITION By Jeff Lowenfels Just as he demystified the soil food web in his ground-breaking book Teaming with Microbes <ul> <li>In this new work Jeff Lowenfels explains the basics of plant nutrition from an organic gardener's perspective.</li> <li>Where Teaming with Microbes used adeptly used microbiology; Teaming with Nutrients employs cellular biology.</li> <li>Most gardeners realize that plants need to be fed but know little or nothing about the nature of the nutrients involved or how they get into plants.</li> <li>Teaming with Nutrients explains how nutrients move into plants and what both macro-nutrients and micro-nutrients do once inside. It shows organic gardeners how to provide these essentials. To fully understand how plants eat, Lowenfels uses his ability to make science accessible with lessons in the biology, chemistry, and botany all gardeners need to understand how nutrients get to the plant and what they do once they're inside the plant.</li> <li>Teaming with Nutrients will open your eyes to the importance of understanding the role of nutrients in healthy, productive organic gardens and it will show you how these nutrients do their jobs. In short, it will make you a better informed, more successful and more environmentally responsible gardener.</li> </ul> &nbsp;",Nickel City Wholesale Garden Supply,,catalog_index,"accessories, catalog_index, brand:H Moon Hydro",TRUE,,,,,,,,0,shopify,3,deny,manual,24.39,,TRUE,TRUE,9781604693140,https://hmoonhydro.com/wp-content/uploads/2019/11/teaming-with-fungi.jpg-2017-print-1200x1772.jpg,,Teaming with Nutrients,FALSE,Teaming with Nutrients,ORGANIC GARDENER`S GUIDE TO OPTIMIZING PLANT NUTRITION By Jeff Lowenfels Just as he demystified the soil food web in his ground-breaking book Teaming with Micro,lb,12.50,active
teaming-with-nutrients,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/9901e240__teaming_with_microbes.jpg?v=1766352368,2,Teaming with Nutrients,,,,,,
teaming-with-nutrients,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/0388fe81__teaming-with-fungi.jpg-2017-print.jpg?v=1766352740,3,Teaming with Nutrients,,,,,,
teaming-with-nutrients,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/9984fe88__teaming-with-nuts.jpg2017-print.jpg?v=1766352744,4,Teaming with Nutrients,,,,,,
teaming-with-nutrients,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bcf4c925__teaming-with-bacteria-100x100_jpg.webp?v=1766352747,5,Teaming with Nutrients,,,,,,
tee-1-2,"Tee 1/2""","Tee 1/2"" by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,irrigation,"components, irrigation, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Pc,,,,,785,0,shopify,42,deny,manual,3.29,,TRUE,TRUE,0793094041614,,,"Tee 1/2""",FALSE,"Tee 1/2""",,lb,1.80,active
tee-1-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/e406b071__safer_garden_fungicide.jpg?v=1766352287,2,"Tee 1/2""",,,,,,
tee-1-4,"Tee 1/4""","Tee 1/4"" by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,irrigation,"components, irrigation, brand:NGW",TRUE,Size,1 Pc,,,,,783,0,shopify,992,deny,manual,1.99,,TRUE,TRUE,0870883008000,,,"Tee 1/4""",FALSE,"Tee 1/4""",,lb,0.99,active
terp-lock-62-1-2-pound,Terp Lock 62% 1/2 pound,"Terp Lock 62% 1/2 pound by groVE BAG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",groVE BAG,,Accessories,accessories,TRUE,Size,1/2 pound,,,,,3432,0,shopify,45,deny,manual,7.50,,TRUE,TRUE,98990575895980,,,Terp Lock 62% 1/2 pound,FALSE,Terp Lock 62% 1/2 pound,,lb,3.25,active
terp-lock-62-1-4,Terp Lock 62% 1/4,"Terp Lock 62% 1/4 by groVE BAG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",groVE BAG,,Accessories,accessories,TRUE,Size,1 oz,,,,,3431,0,shopify,5,deny,manual,1.45,,TRUE,TRUE,88776888966567,,,Terp Lock 62% 1/4,FALSE,Terp Lock 62% 1/4,,lb,0.70,active
terp-lock-62-1-8,Terp Lock 62% 1/8,"Terp Lock 62% 1/8 by groVE BAG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",groVE BAG,,Accessories,accessories,TRUE,Size,1 oz,,,,,3430,0,shopify,0,continue,manual,1.30,,TRUE,TRUE,,,,Terp Lock 62% 1/8,FALSE,Terp Lock 62% 1/8,,lb,0.50,active
terpify-essential-oil-intensifi,Terpify Essential Oil Intensifi,"Terpify Essential Oil Intensifi by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,Quart,,,,,3317,0,shopify,12,deny,manual,21.99,,TRUE,TRUE,0850030810014,,,Terpify Essential Oil Intensifi,FALSE,Terpify Essential Oil Intensifi,,lb,11.99,active
terpinator-0-0-4,Terpinator 0 - 0 - 4,"Terpinator 0 - 0 - 4 Terpinator was created from years of researching naturally occurring plant compounds that are bio-osmotic potentiators. &nbsp; <ul> <li>Through our patented scientific process your plants will utilize these compounds to enhance their production of Terpinoids and Resin Production, and plant oil producing glands.These glands are brought to their maximum potential and size usingTERPINATOR WITH ANT OTHER NUTIRENT PROGRAM!!!</li> </ul> &nbsp;",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,Quart,,,,,hmh01651,0,shopify,3,deny,manual,21.95,,TRUE,TRUE,0820103321754,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/6faf11e4__Terpinator-0-0-4.jpg?v=1766352411,1,Terpinator 0 - 0 - 4,FALSE,Terpinator 0 - 0 - 4,Terpinator 0 - 0 - 4 Terpinator was created from years of researching naturally occurring plant compounds that are bio-osmotic potentiators. &nbsp; Through our,lb,11.99,active
terpinator-0-0-4,,,,,,,TRUE,Size,Gallon,,,,,hmh01652,0,shopify,6,deny,manual,66.00,,TRUE,TRUE,0820103321792,https://hmoonhydro.com/wp-content/uploads/2019/08/Terpinator-0-0-4.jpg,,,FALSE,,,lb,39.99,active
terploc-original-pouch-ea,TerpLoc Original Pouch - ea,"TerpLoc Original Pouch - ea by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,Accessories,accessories,TRUE,Size,1 lb,,,,,3435,0,shopify,0,continue,manual,10.00,,TRUE,TRUE,0680193722035,https://hmoonhydro.com/wp-content/uploads/2023/07/centurionpro-centurionpro-original-wet-dry-bud-trimming-machine-38224607051992_2048x-1000x1000.webp,,TerpLoc Original Pouch - ea,FALSE,TerpLoc Original Pouch - ea,,lb,6.00,active
terplock-original-pouch-cs,TerpLock Original Pouch- cs,"TerpLock Original Pouch- cs by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,Accessories,accessories,TRUE,Size,1 lb,,,,,3436,0,shopify,7,deny,manual,577.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2023/07/centurionpro-centurionpro-original-wet-dry-bud-trimming-machine-38224607051992_2048x-1000x1000.webp,,TerpLock Original Pouch- cs,FALSE,TerpLock Original Pouch- cs,,lb,477.00,active
texas-controller-16-units,Texas Controller 16 units,"<p>Texas Controller 16 units is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",Nickel City Wholesale Garden Supply,,irrigation,"complete systems, irrigation, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,490,0,shopify,1,deny,manual,270.44,,TRUE,TRUE,0793094046107,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/75de07e2__GH4610_1.jpgtexas-controler.jpg?v=1766351569,1,Texas Controller 16 units,FALSE,Texas Controller 16 units,,lb,110.67,active
thc-1-total-humidity-controller,THC-1 Total Humidity Controller,"THC-1 Total Humidity Controller by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,controllers_timers,"environment control, controllers_timers, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1266,0,shopify,1,deny,manual,100.58,,TRUE,TRUE,0741559010446,https://hmoonhydro.com/wp-content/uploads/2019/09/Ebb-Gro-Monster-Controller-Module-200x200.jpg.webp,,THC-1 Total Humidity Controller,FALSE,THC-1 Total Humidity Controller,,lb,31.33,active
