handle,title,issue_type,severity,field,current_value,suggested_action
"Teaming with Bacteria is a must-have addition to every organic gardener’s library.,Jeff Lowenfels",Lowenfels digs into the new science behind how endophytic bacteria supply nutrients to a large array of plants and explains,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
"Teaming with Bacteria is a must-have addition to every organic gardener’s library.,Jeff Lowenfels",Lowenfels digs into the new science behind how endophytic bacteria supply nutrients to a large array of plants and explains,missing_images,minor,images,,Add product images
"Teaming with Bacteria is a must-have addition to every organic gardener’s library.,Jeff Lowenfels",Lowenfels digs into the new science behind how endophytic bacteria supply nutrients to a large array of plants and explains,missing_description,minor,description,,Add product description
"Teaming with Bacteria is a must-have addition to every organic gardener’s library.,Jeff Lowenfels",Lowenfels digs into the new science behind how endophytic bacteria supply nutrients to a large array of plants and explains,missing_sku,info,sku,,Will be auto-generated if needed
flavor,enzymes,missing_price,major,price,,Add price from inventory or set draft status
flavor,enzymes,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
flavor,enzymes,missing_images,minor,images,,Add product images
flavor,enzymes,missing_description,minor,description,,Add product description
flavor,enzymes,missing_sku,info,sku,,Will be auto-generated if needed
the-ozone-generator,"The Ozone Generator 5,000 cu.ft.",missing_description,minor,description,,Add product description
stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,missing_images,minor,images,,Add product images
stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,missing_description,minor,description,,Add product description
stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,missing_images,minor,images,,Add product images
stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,missing_description,minor,description,,Add product description
ona-pro-gel-1-gal,ONA Pro Gel (1 gal),missing_description,minor,description,,Add product description
ona-pro-spray-8oz,ONA Pro Spray 8oz,missing_images,minor,images,,Add product images
ona-pro-spray-8oz,ONA Pro Spray 8oz,missing_description,minor,description,,Add product description
ona-gel-fresh-linen-1-gal,ONA Gel Fresh Linen (1 gal),missing_description,minor,description,,Add product description
ona-pro-gel-1-qt,ONA Pro Gel (1 qt),missing_description,minor,description,,Add product description
ona-pro-gel-bucket-5-gal,ONA Pro Gel Bucket (5 gal),missing_description,minor,description,,Add product description
ona-mist-dispenser,ONA Mist Dispenser,missing_description,minor,description,,Add product description
ona-mist-polar-crystal-6oz,ONA Mist Polar Crystal 6oz,missing_description,minor,description,,Add product description
ona-storm,ONA Storm,missing_images,minor,images,,Add product images
ona-storm,ONA Storm,missing_description,minor,description,,Add product description
ona-gel-fresh-linen-1-qt,ONA Gel Fresh Linen (1 qt),missing_description,minor,description,,Add product description
ona-mist-fresh-linen-mist-6oz,ONA Mist Fresh Linen Mist 6oz,missing_description,minor,description,,Add product description
ona-liquid-polar-crystal-1-gal,ONA Liquid Polar Crystal (1 gal),missing_description,minor,description,,Add product description
ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),missing_images,minor,images,,Add product images
ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),missing_description,minor,description,,Add product description
ona-pro-block-6oz,ONA Pro Block 6oz,missing_description,minor,description,,Add product description
ona-liquid-polar-crystal-1-qt,ONA Liquid Polar Crystal (1 qt),missing_description,minor,description,,Add product description
ona-gel-fresh-linen-bucket-5-gal,ONA Gel Fresh Linen Bucket (5 gal),missing_description,minor,description,,Add product description
ona-gel-fresh-linen-pail-1gal,ONA Gel Fresh Linen Pail (1Gal),missing_images,minor,images,,Add product images
ona-gel-fresh-linen-pail-1gal,ONA Gel Fresh Linen Pail (1Gal),missing_description,minor,description,,Add product description
ona-fresh-linen-spray-8oz,ONA Fresh Linen Spray 8oz,missing_images,minor,images,,Add product images
ona-fresh-linen-spray-8oz,ONA Fresh Linen Spray 8oz,missing_description,minor,description,,Add product description
ona-block-crystal-6oz,ONA Block Crystal 6oz,missing_description,minor,description,,Add product description
ona-breeze,ONA Breeze,missing_description,minor,description,,Add product description
hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,missing_price,major,price,,Add price from inventory or set draft status
hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,missing_images,minor,images,,Add product images
can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",missing_images,minor,images,,Add product images
can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",missing_description,minor,description,,Add product description
can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",missing_images,minor,images,,Add product images
can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",missing_description,minor,description,,Add product description
can-lite-14-w-flange-attached-2200-cfm,"Can-Lite 14"" w/ Flange attached (2200 cfm)",missing_description,minor,description,,Add product description
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,missing_images,minor,images,,Add product images
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,missing_description,minor,description,,Add product description
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,missing_images,minor,images,,Add product images
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,missing_description,minor,description,,Add product description
big-boy-carbon-filter,Big Boy Carbon filter,missing_images,minor,images,,Add product images
big-boy-carbon-filter,Big Boy Carbon filter,missing_description,minor,description,,Add product description
big-boy-carbon-filter,Big Boy Carbon filter,missing_images,minor,images,,Add product images
big-boy-carbon-filter,Big Boy Carbon filter,missing_description,minor,description,,Add product description
6-can-filter-flange,"6"" CAN Filter Flange",missing_description,minor,description,,Add product description
20-can-filter-flange-max,"20"" Can Filter Flange Max",missing_description,minor,description,,Add product description
18-can-filter-flange-max,"18"" Can Filter Flange Max",missing_description,minor,description,,Add product description
16-can-filter-flange-max,"16"" Can Filter Flange Max",missing_description,minor,description,,Add product description
14-can-filter-flange-max,"14"" Can Filter Flange Max",missing_description,minor,description,,Add product description
12-can-filter-flange,"12"" CAN Filter Flange",missing_description,minor,description,,Add product description
10-can-filter-flange,"10"" CAN Filter Flange",missing_description,minor,description,,Add product description
ona-odor-neutralizer,ONA Odor Neutralizer,missing_images,minor,images,,Add product images
1236-cfm-carbon-filter,1236 CFM Carbon Filter,missing_images,minor,images,,Add product images
ona-odor-control,Ona Odor Control,missing_images,minor,images,,Add product images
odor-neutralizing-agent-spray,Odor Neutralizing agent Spray,missing_images,minor,images,,Add product images
ona-mist-fresh-linen-scent,Ona Mist fresh Linen Scent,missing_images,minor,images,,Add product images
ona-fresh-linen-gel,Ona Fresh Linen Gel,missing_images,minor,images,,Add product images
europonic-rockwool-neutralizer,Europonic Rockwool neutralizer,missing_images,minor,images,,Add product images
fresh-linen,Fresh Linen,missing_images,minor,images,,Add product images
pro-gel-for-breeze,Pro Gel for breeze,missing_images,minor,images,,Add product images
600cfm-6-canlite-carbon-filter,"600cfm 6""  canlite carbon filter",missing_images,minor,images,,Add product images
1000cfm-8-canlite-carbon-filter,"1000cfm 8"" canlite Carbon Filter",missing_images,minor,images,,Add product images
1500cfm-10-canlite-carbon-filter,"1500cfm 10"" canlite Carbon Filter",missing_images,minor,images,,Add product images
1400-cfm-canlite-carbon-filter,1400 CFM canlite  Carbon filter,missing_images,minor,images,,Add product images
1800cfm-12-canlite-carbon-fiter,"1800cfm 12"" canlite Carbon Fiter",missing_images,minor,images,,Add product images
ona-pro-mist-time-spray,ONA Pro mist time spray,missing_images,minor,images,,Add product images
ona-gel-fresh-linen-scent,Ona Gel Fresh Linen Scent,missing_images,minor,images,,Add product images
ona-gel-fresh-linen-scent,Ona Gel Fresh Linen Scent,missing_images,minor,images,,Add product images
ona-gel-fresh-linen-scent,Ona gel Fresh Linen Scent,missing_images,minor,images,,Add product images
ona-block-fresh-linen-scent,Ona Block Fresh Linen Scent,missing_images,minor,images,,Add product images
ona-pro-block-odor-neutralizer,Ona Pro Block Odor Neutralizer,missing_images,minor,images,,Add product images
ona-block-polar-crystal-scent,Ona Block Polar Crystal Scent,missing_images,minor,images,,Add product images
ona-breeze-gel-dispenser,Ona Breeze Gel Dispenser,missing_images,minor,images,,Add product images
ona-liquid-fesh-linen-scent,Ona Liquid Fesh Linen Scent,missing_images,minor,images,,Add product images
4-flange-for-can-filter-for-model-2600-9000-filters,"4"" Flange for CAN Filter for model 2600, 9000 filters",missing_images,minor,images,,Add product images
6-flange-for-can-filter,"6"" Flange for CAN Filter",missing_images,minor,images,,Add product images
8-flange-for-can-filter,"8"" Flange for CAN Filter",missing_images,minor,images,,Add product images
12-flange-for-can-filter,"12"" Flange for CAN Filter",missing_images,minor,images,,Add product images
carbon-filter-replacement-for-stealth-ro-100-200-small-boy-greenblock-,Carbon Filter Replacement for Stealth RO 100/200 & Small Boy (Greenblock),missing_images,minor,images,,Add product images
replacement-carbon-filter-for-big-boy,Replacement Carbon Filter for Big Boy,missing_images,minor,images,,Add product images
replacement-carbon-filter-for-tall-boy-tall-blue,Replacement Carbon Filter for Tall Boy & Tall Blue,missing_images,minor,images,,Add product images
big-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter,Big Boy De-Chlorinator & Sediment Filter w/ Upgraded KDF85 Catalytic Carbon Filter,missing_images,minor,images,,Add product images
small-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter,Small Boy De-Chlorinator & Sediment Filter w/ upgraded KDF85 Catalytic Carbon Filter,missing_images,minor,images,,Add product images
tall-boy-outdoor-de-chlorinator-sediment-filter-w-upgrade-kdf85-catalytic-carbon-filter,Tall Boy Outdoor De-Chlorinator & Sediment Filter w/ Upgrade KDF85 Catalytic Carbon Filter,missing_images,minor,images,,Add product images
ona-gallon-polar-crystal-liquid,ONA gallon Polar Crystal Liquid,missing_images,minor,images,,Add product images
4-canlite-filter-225-cfm,"4"" canlite filter 225 CFM",missing_images,minor,images,,Add product images
2200-cfm-canlite-carbon-filter-14-,"2200 CFM canlite carbon filter 14""",missing_images,minor,images,,Add product images
ona-pro-gel-gallon,Ona pro gel gallon,missing_images,minor,images,,Add product images
one-spray,one spray,missing_images,minor,images,,Add product images
canlite-6-mini-filter-420-cfm,"canlite 6"" mini filter 420 CFM",missing_images,minor,images,,Add product images
8-inch-can-lite-pre-filter,8 inch can lite pre filter,missing_images,minor,images,,Add product images
6-inch-pre-filter-can-lite,6 inch pre filter can lite,missing_images,minor,images,,Add product images
ona-gel-apple,ona gel apple,missing_images,minor,images,,Add product images
ona-gel-apple-for-odorstop,ONA gel Apple for odorstop,missing_images,minor,images,,Add product images
ona-spray-spple-crumble-scent,ona spray spple crumble scent,missing_images,minor,images,,Add product images
the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,missing_images,minor,images,,Add product images
the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,missing_images,minor,images,,Add product images
ozone-generator-5-500-cu-ft-,"Ozone Generator 5,500 cu.Ft.",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
ozone-generator-5-500-cu-ft-,"Ozone Generator 5,500 cu.Ft.",missing_images,minor,images,,Add product images
can-lite-pre-filter-10-,"Can-Lite pre filter 10""",missing_images,minor,images,,Add product images
big-boy-kdf85-catalytic-carbon-filter,Big Boy KDF85/Catalytic Carbon filter,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
big-boy-kdf85-catalytic-carbon-filter,Big Boy KDF85/Catalytic Carbon filter,missing_images,minor,images,,Add product images
